"TipoEstablecimiento_id";"TipoEstablecimiento_nombre";"Establecimiento_id";"Establecimiento_idTipoEstablecimiento";"Servicio_id";"Servicio_nombre";"EstablecimientoServicio_idServicio";"EstablecimientoServicio_idEstablecimiento";"EstablecimientoServicio_porcentaje";"TipoUsuario_id";"TipoUsuario_nombre";"Usuario_id";"Usuario_idTipoUsuario";"Usuario_usuario";"Usuario_nombre";"Usuario_fechaNacimiento";"Usuario_telefono";"Usuario_correo";"Usuario_genero";"Usuario_password";"Calificacion_idEstablecimiento";"Calificacion_idServicio";"Calificacion_idUsuario";"Calificacion_punteo";"Calificacion_fecha";"Atributo_id";"Atributo_nombre";"Atributo_dimension";"Valor_id";"Valor_cantidad";"Valor_valor";"Valor_idEstablecimiento";"Valor_idAtributo";"Comentario_id";"Comentario_comentario";"Comentario_fecha";"Comentario_idUsuario";"Comentario_idEstablecimiento"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"7";"Habitaciones";"0";"187";"20";"Individuales";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"7";"Habitaciones";"0";"188";"10";"Dobles";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"3";"Longitud";"0";"63";\N;"-90.516307";"13";"3";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"1";"Nombre";"0";"61";\N;"Conquistador Hotel & Conference Center";"13";"1";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"4";"Oficial";"0";"64";\N;"14";"13";"4";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"2";"Latitud";"0";"62";\N;"14.6196969";"13";"2";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"5";"Descripcion";"0";"65";\N;"Conquistando america";"13";"5";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"7";"Habitaciones";"0";"189";"1";"Triples";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"3";"Conferencias";"3";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"3";"32";"6";"2015-10-17 09:05:42";"8";"Piscinas";"0";"190";"1";"Muy peque├▒a";"13";"8";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"7";"Habitaciones";"0";"187";"20";"Individuales";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"7";"Habitaciones";"0";"188";"10";"Dobles";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"3";"Longitud";"0";"63";\N;"-90.516307";"13";"3";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"1";"Nombre";"0";"61";\N;"Conquistador Hotel & Conference Center";"13";"1";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"4";"Oficial";"0";"64";\N;"14";"13";"4";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"2";"Latitud";"0";"62";\N;"14.6196969";"13";"2";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"5";"Descripcion";"0";"65";\N;"Conquistando america";"13";"5";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"7";"Habitaciones";"0";"189";"1";"Triples";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"1";"Hospedaje";"1";"13";"34";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"1";"32";"6";"2015-10-17 09:08:07";"8";"Piscinas";"0";"190";"1";"Muy peque├▒a";"13";"8";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"7";"Habitaciones";"0";"187";"20";"Individuales";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"7";"Habitaciones";"0";"188";"10";"Dobles";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"3";"Longitud";"0";"63";\N;"-90.516307";"13";"3";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"1";"Nombre";"0";"61";\N;"Conquistador Hotel & Conference Center";"13";"1";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"4";"Oficial";"0";"64";\N;"14";"13";"4";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"2";"Latitud";"0";"62";\N;"14.6196969";"13";"2";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"5";"Descripcion";"0";"65";\N;"Conquistando america";"13";"5";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"7";"Habitaciones";"0";"189";"1";"Triples";"13";"7";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"1";"Hotel";"13";"1";"2";"Comida";"2";"13";"33";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"13";"2";"32";"3";"2015-10-17 09:05:40";"8";"Piscinas";"0";"190";"1";"Muy peque├▒a";"13";"8";"1";"deahuevo";"2015-10-17 09:08:15";"32";"13"
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"25";"Color";"1";"245";"0";"Amarillo";"3";"25";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"27";"Estado";"1";"253";"0";"disponible";"3";"27";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"13";"Juegos";"0";"156";"1";"Son bien cool :D";"3";"13";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"6";"Mesas";"0";"153";"10";"Para 2 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"1";"Nombre";"0";"11";\N;"McDonald┬┤s Calle Marti";"3";"1";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"4";"Oficial";"0";"14";\N;"4";"3";"4";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"3";"Longitud";"0";"13";\N;"-90.5004215";"3";"3";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"2";"Latitud";"0";"12";\N;"14.6510822";"3";"2";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"5";"Descripcion";"0";"15";\N;"Me encanta";"3";"5";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"6";"Mesas";"0";"155";"5";"Para 13 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"2";"32";"5";"2015-10-17 09:27:18";"6";"Mesas";"0";"154";"13";"Para 8 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"25";"Color";"1";"245";"0";"Amarillo";"3";"25";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"27";"Estado";"1";"253";"0";"disponible";"3";"27";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"13";"Juegos";"0";"156";"1";"Son bien cool :D";"3";"13";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"6";"Mesas";"0";"153";"10";"Para 2 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"1";"Nombre";"0";"11";\N;"McDonald┬┤s Calle Marti";"3";"1";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"4";"Oficial";"0";"14";\N;"4";"3";"4";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"3";"Longitud";"0";"13";\N;"-90.5004215";"3";"3";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"2";"Latitud";"0";"12";\N;"14.6510822";"3";"2";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"5";"Descripcion";"0";"15";\N;"Me encanta";"3";"5";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"6";"Mesas";"0";"155";"5";"Para 13 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"7";"Juegos";"7";"3";"15";"3";"Final";"32";"3";"braulio";"";"2015-10-07";"";"";"0";"202cb962ac59075b964b07152d234b70";"3";"7";"32";"7";"2015-10-17 10:03:24";"6";"Mesas";"0";"154";"13";"Para 8 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"18";"Musicon";"18";"31";"75";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"18";"33";"4";"2015-10-17 10:58:06";"3";"Longitud";"0";"256";\N;"3";"31";"3";\N;\N;\N;\N;\N
